,density,cp,qs1CO2,qs2CO2,b01CO2,b02CO2,H1CO2,H2CO2,qs1N2,qs2N2,b01N2,b02N2,H1N2,H2N2,material,Forcefield
284,554.8316751,729.4014073,9.72717,20,2.134780E-05,9.954950E-07,34293.99836,34293.99836,9.72717,20,1.24652E-04,1.24652E-04,10323.15801,10323.15801,mcf+N320+N391+E50+E50+E51,DRE_DDEC
285,456.3006984,772.8816372,20,7.28767,3.492850E-06,3.490500E-06,34764.01379,31412.50554,20,7.28767,1.80043E-04,1.80043E-04,9681.51597,9681.51597,mcn+N18+N123+E199+E50+E212,DRE_DDEC
286,561.9938898,778.6995324,8.57608,20,9.126420E-06,2.973760E-06,34285.90062,30791.81359,8.57608,20,1.40623E-04,1.40623E-04,9731.42628,9731.42628,mcn+N18+N14+E105+E50+E212,DRE_DDEC
287,469.1044953,784.7744436,5.51128,20,7.557530E-06,4.385190E-06,36610.45649,31094.46007,5.51128,20,1.36304E-04,1.36304E-04,10091.21125,10091.21125,mcn+N18+N14+E44+E50+E212,DRE_DDEC
288,572.0678062,757.8347431,10.0239,13.12868,5.539270E-06,1.889840E-06,35092.50145,31244.26838,10.0239,13.12868,1.26726E-04,1.26726E-04,9980.71406,9980.71406,mcn+N18+N14+E51+E51+E212,DRE_DDEC
289,532.986639,709.9297225,20,12.93558,4.452040E-06,3.652710E-06,34630.17956,31359.59164,20,12.93558,1.15160E-04,1.15160E-04,10406.57439,10406.57439,mcn+N320+N123+E105+E50+E202,DRE_DDEC
290,446.9708523,656.936256,18.29916,14.7323,3.085250E-06,6.972580E-07,41959.93928,36657.68216,18.29916,14.7323,7.11891E-05,7.11891E-05,12347.55528,12347.55528,mcn+N320+N221+E127+E50+E212,DRE_DDEC
291,461.9875763,638.0464284,6.25678,19.7571,9.982560E-06,2.980080E-06,38678.33895,33823.34717,6.25678,19.7571,7.26233E-05,7.26233E-05,11893.25126,11893.25126,mcn+N320+N400+E44+E50+E212,DRE_DDEC
292,564.8095758,765.5344621,19.26304,20,8.060560E-06,8.579160E-07,33572.86189,33572.86189,19.26304,20,1.06687E-04,1.06687E-04,10328.26122,10328.26122,mcn+N320+N467+E44+E50+E212,DRE_DDEC
293,383.589527,667.4365437,15.38859,13.60605,2.141320E-06,2.141320E-06,39074.53344,32035.8497,15.38859,13.60605,1.29834E-04,1.29834E-04,10481.37428,10481.37428,mmn+N18+N221+N164+E50+E44+E51,DRE_DDEC
294,380.8025197,671.2043669,11.91788,12.82765,3.888640E-06,2.808910E-06,37085.83317,31308.48717,11.91788,12.82765,1.40815E-04,1.40815E-04,10180.17143,10180.17143,mmn+N18+N221+N276+E51+E51+E43,DRE_DDEC
295,398.7112786,508.4126612,2.10172,9.00137,3.979870E-06,2.268110E-06,42413.1736,34001.76938,2.10172,9.00137,7.65726E-05,7.65726E-05,11762.32544,11762.32544,nox+N682+N395+E212+E50,DRE_DDEC
296,399.6597511,859.7265878,0.52473,0.82024,4.091290E-07,4.898620E-08,50000,42027.55318,0.52473,0.82024,1.05978E-06,1.05978E-06,21273.04156,21273.04156,pts-x+N6+N697+E115+E58,DRE_DDEC
297,470.7139155,732.8041473,20,6.32704,5.334120E-06,6.939330E-07,31530.96746,31066.43212,20,6.32704,1.79693E-04,1.79693E-04,8799.60234,8799.60234,pyr+N18+N634+E51,DRE_DDEC
298,483.7302381,762.5623998,20,20,8.555390E-06,3.180080E-06,32119.18708,31830.27305,20,20,1.21699E-04,1.21699E-04,10639.6384,10639.6384,pyr+N320+N425+E127,DRE_DDEC
299,2035.99427,845.4505089,20,19.15613,5.093640E-06,3.807760E-06,33703.66514,31066.01766,20,19.15613,1.32858E-04,1.32858E-04,9934.82832,9934.82832,pyr+N320+N49+E127,DRE_DDEC
300,1212.64303,807.0993887,20,16.36836,8.232890E-06,2.282090E-06,31991.21357,31991.21357,20,16.36836,1.24932E-04,1.24932E-04,10098.35969,10098.35969,pyr+N320+N49+E19,DRE_DDEC
301,2223.694992,840.6356372,19.71116,11.66557,5.212380E-06,1.068610E-06,36580.4093,33413.73991,19.71116,11.66557,1.23174E-04,1.23174E-04,10447.55213,10447.55213,pyr+N320+N49+E212,DRE_DDEC
302,692.4528764,819.3792332,20,10.55622,4.416240E-06,1.191760E-06,36811.20739,35080.08027,20,10.55622,1.17747E-04,1.17747E-04,10813.11236,10813.11236,pyr+N320+N49+E50,DRE_DDEC
303,636.6388089,771.2983715,13.29022,13.76862,4.462370E-06,2.523550E-06,36192.51106,32306.36284,13.29022,13.76862,1.09471E-04,1.09471E-04,10342.92306,10342.92306,pyr+N320+N49+E51,DRE_DDEC
304,619.3031945,752.1551951,20,17.72044,4.689050E-06,4.689050E-06,32069.6724,32069.6724,20,17.72044,1.66757E-04,1.66757E-04,9154.88781,9154.88781,pyr+N320+N659+E127,DRE_DDEC
305,644.4614197,705.3017021,8.04455,20,1.408540E-05,1.581030E-06,31245.97591,31245.97591,8.04455,20,2.29699E-04,2.29699E-04,7973.37814,7973.37814,rtl+N18+N173+E51,DRE_DDEC
306,642.4209782,705.2672896,6.36908,20,1.675960E-05,1.930410E-06,31107.20418,31107.20418,6.36908,20,1.70708E-04,1.70708E-04,8798.36519,8798.36519,rtl+N18+N220+E51,DRE_DDEC
307,643.8816815,765.4011474,3.4032,20,3.687880E-05,3.425600E-06,37256.82745,32225.25216,3.4032,20,1.28834E-04,1.28834E-04,10396.28272,10396.28272,rtl+N18+N232+E51,DRE_DDEC
308,687.4184917,759.9350774,16.36651,17.33743,4.262450E-06,1.503530E-06,39393.93764,34339.80884,16.36651,17.33743,8.78789E-05,8.78789E-05,11351.10826,11351.10826,rtl+N320+N14+E50,DRE_DDEC
309,700.2003025,726.5233023,13.40744,18.08684,3.049020E-06,2.952280E-06,39147.83484,31158.17084,13.40744,18.08684,1.12499E-04,1.12499E-04,10033.47437,10033.47437,rtl+N320+N14+E51,DRE_DDEC
310,852.5562376,692.4318578,18.05452,14.06393,4.231810E-06,1.371970E-06,35495.90744,30589.30515,18.05452,14.06393,1.43967E-04,1.43967E-04,9051.4921,9051.4921,rtl+N320+N182+E51,DRE_DDEC
311,1878.421039,751.3920526,18.69869,20,1.147290E-05,1.098450E-06,33112.00049,32382.75712,18.69869,20,1.80134E-04,1.80134E-04,9310.48067,9310.48067,rtl+N320+N289+E18,DRE_DDEC
312,2206.21469,769.4142929,10.77321,17.55691,3.395310E-06,3.283960E-06,37975.71046,30944.41712,10.77321,17.55691,1.03528E-04,1.03528E-04,10520.11207,10520.11207,rtl+N320+N49+E51,DRE_DDEC
313,1803.60302,724.2951852,7.15915,17.27256,1.045090E-05,2.918060E-06,39488.0777,33280.93413,7.15915,17.27256,9.54296E-05,9.54296E-05,11370.00248,11370.00248,sab+N320+N14+E51,DRE_DDEC
314,380.9351671,641.0150155,2.95057,17.35926,1.322750E-05,4.729200E-06,39097.40383,31086.75756,2.95057,17.35926,1.13687E-04,1.13687E-04,10463.43002,10463.43002,sab+N320+N373+E51,DRE_DDEC
315,397.2647357,742.869235,9.75836,20,9.664280E-06,2.279660E-06,38974.86806,34188.51186,9.75836,20,1.06894E-04,1.06894E-04,11431.75311,11431.75311,sit+N320+N14+E44,DRE_DDEC
316,480.9347853,726.3326405,5.66584,18.75513,2.037260E-05,1.988000E-06,39774.64477,35312.62892,5.66584,18.75513,9.96640E-05,9.96640E-05,11323.87908,11323.87908,sit+N320+N14+E51,DRE_DDEC
317,492.3524964,726.483807,8.1079,17.64737,1.008140E-05,1.936860E-06,41183.36257,34311.93963,8.1079,17.64737,8.34115E-05,8.34115E-05,11653.75988,11653.75988,sit+N320+N15+E51,DRE_DDEC
318,417.0171215,768.6211312,4.00707,17.83611,6.471630E-05,2.285250E-06,37443.48291,35466.52395,4.00707,17.83611,7.36147E-05,7.36147E-05,12208.18951,12208.18951,sit+N320+N49+E51,DRE_DDEC
319,413.5644261,764.0251239,9.52274,18.67785,6.960130E-06,1.943330E-06,38483.73878,35039.84063,9.52274,18.67785,8.10956E-05,8.10956E-05,12001.69045,12001.69045,tfz-d+N21+N320+E105+E73,DRE_DDEC
320,371.9054323,739.4260502,13.55835,20,1.666980E-05,9.862800E-07,34564.3416,34564.3416,13.55835,20,9.33887E-05,9.33887E-05,11322.83086,11322.83086,tfz-d+N35+N320+E105+E44,DRE_DDEC
321,453.58931,764.2983657,5.41939,20,5.021310E-05,2.098610E-06,38572.89072,35092.08536,5.41939,20,8.11828E-05,8.11828E-05,12052.3287,12052.3287,tfz-d+N35+N320+E105+E50,DRE_DDEC
322,461.8622552,709.1666818,18.2354,20,7.332000E-06,4.308780E-06,30399.05849,30399.05849,18.2354,20,1.96288E-04,1.96288E-04,8119.75965,8119.75965,tfz-d+N35+N320+E149+E105,DRE_DDEC
323,417.7573479,770.8889428,20,19.46442,4.131750E-06,4.131750E-06,35859.03479,26974.25785,20,19.46442,1.38313E-04,1.38313E-04,9514.76957,9514.76957,tsb+N277+N320+N425+E19+E212,DRE_DDEC
324,414.5004056,621.7355116,4.90674,20,7.192720E-06,5.176260E-06,39562.40703,30683.00361,4.90674,20,2.48747E-04,2.48747E-04,8601.91938,8601.91938,tsb+N277+N320+N428+E51+E51,DRE_DDEC
325,426.5958074,695.7139055,17.11221,16.90573,4.121320E-06,1.353040E-06,35893.21126,29230.72158,17.11221,16.90573,1.45140E-04,1.45140E-04,9464.79221,9464.79221,tsb+N495+N320+N425+E19+E212,DRE_DDEC
326,706.163847,619.3249784,7.87957,20,1.628080E-05,2.235720E-06,35059.91379,32268.32849,7.87957,20,2.15988E-04,2.15988E-04,8920.59853,8920.59853,tsb+N499+N320+N428+E51+E50,DRE_DDEC
327,2305.477234,728.6344365,10.28743,18.34407,4.833380E-06,4.833380E-06,35535.49966,28845.09948,10.28743,18.34407,1.53383E-04,1.53383E-04,9427.91065,9427.91065,tsh+N277+N320+N425+E19+E51,DRE_DDEC
328,1737.235669,743.0031709,20,15.78482,4.091810E-06,4.091800E-06,32435.54359,32435.54359,20,15.78482,1.17389E-04,1.17389E-04,10168.82163,10168.82163,tsx+N144+N320+E199,DRE_DDEC
329,493.5533076,720.8716875,16.59611,20,8.366770E-06,1.307430E-06,30005.39131,30005.39131,16.59611,20,1.81501E-04,1.81501E-04,8012.83154,8012.83154,tsx+N14+N18+E105,DRE_DDEC
330,576.9864565,703.0113694,15.39214,20,9.135600E-06,8.985320E-07,33448.73672,33448.73672,15.39214,20,9.94672E-05,9.94672E-05,10036.35201,10036.35201,tsx+N14+N320+E105,DRE_DDEC
331,730.9389638,763.2557893,20,14.02581,4.829950E-06,2.031870E-06,35124.5971,35124.5971,20,14.02581,1.16160E-04,1.16160E-04,10722.81477,10722.81477,tsx+N289+N320+E199,DRE_DDEC
332,574.9824313,702.746345,20,20,6.818300E-06,1.654960E-06,31592.07055,31592.07055,20,20,1.72719E-04,1.72719E-04,8584.53744,8584.53744,tsx+N334+N320+E105,DRE_DDEC
333,570.1920695,794.2731436,17.33672,16.01008,4.288650E-06,4.288650E-06,32240.47194,32240.43189,17.33672,16.01008,1.30571E-04,1.30571E-04,10050.42965,10050.42965,tsx+N382+N320+E199,DRE_DDEC
334,714.6549105,615.3880747,18.55522,20,7.055130E-06,8.398840E-07,31948.7732,31948.7732,18.55522,20,1.75979E-04,1.75979E-04,8291.80474,8291.80474,tsx+N400+N320+E105,DRE_DDEC
335,727.2179313,704.8631046,16.34526,20,8.574140E-06,1.258350E-06,30544.86713,30544.86713,16.34526,20,1.22447E-04,1.22447E-04,9302.80596,9302.80596,tsx+N634+N18+E105,DRE_DDEC
336,631.8383786,718.4892293,19.1651,20,5.793720E-06,5.793720E-06,31529.96006,28578.02698,19.1651,20,2.48369E-04,2.48369E-04,7872.84158,7872.84158,ttv+N320+N712+E180+E105,DRE_DDEC
337,749.0732756,706.9526002,20,20,7.508460E-06,2.943680E-06,30641.22425,30641.22425,20,20,3.31763E-04,3.31763E-04,7086.31591,7086.31591,ttv+N320+N712+E50+E105,DRE_DDEC
338,644.189781,738.850389,20,18.44106,5.517600E-06,5.517600E-06,31207.59959,29381.04296,20,18.44106,2.75387E-04,2.75387E-04,7577.59457,7577.59457,ttv+N320+N95+E171+E105,DRE_DDEC
339,739.4154914,743.0390122,20,16.64628,6.151790E-06,6.068070E-06,29683.5364,29683.5364,20,16.64628,2.42877E-04,2.42877E-04,7924.48597,7924.48597,ttv+N320+N95+E180+E105,DRE_DDEC
340,802.9317095,698.4814169,0.18791,0.25553,6.905840E-05,2.286300E-07,45891.18496,45891.18496,0.18791,0.25553,3.30870E-08,3.30870E-08,28082.33661,28082.33661,ukl+N32+E212,DRE_DDEC
341,801.4746294,757.8590832,0.38166,0.61703,3.845480E-07,1.403320E-08,46760.70428,43284.53794,0.38166,0.61703,3.60735E-06,3.60735E-06,18743.92735,18743.92735,ure+N623+E51,DRE_DDEC
342,645.7952732,590.0119087,5.15324,17.08019,2.648650E-06,2.648650E-06,38458.15331,33934.58046,5.15324,17.08019,1.20828E-04,1.20828E-04,10766.80266,10766.80266,vtx+N115+N221+E171+E44,DRE_DDEC
343,655.3379779,904.3143045,0.44405,8.73558,2.364560E-07,2.605280E-09,47672.24258,34749.82265,0.44405,8.73558,2.80279E-07,2.80279E-07,18080.42657,18080.42657,wma+N475+E212,DRE_DDEC
344,665.3189729,775.5541306,20,20,9.770600E-06,1.154730E-06,32902.68265,32194.00606,20,20,1.70280E-04,1.70280E-04,9262.11504,9262.11504,xab+N14+N320+E18+E127,DRE_DDEC
345,575.3248517,762.2323347,20,20,9.516110E-06,1.258930E-06,32854.07838,31521.69219,20,20,1.90201E-04,1.90201E-04,8855.97088,8855.97088,xab+N14+N320+E18+E51,DRE_DDEC
346,684.9286922,777.045974,17.92738,18.94155,5.259500E-06,3.631110E-06,35526.41,29953.81483,17.92738,18.94155,1.50458E-04,1.50458E-04,9676.90512,9676.90512,xao+N391+N320+E212+E212+E50,DRE_DDEC
347,540.0146901,754.9092485,14.61744,20,6.808660E-06,3.582480E-06,35487.1486,31677.09223,14.61744,20,1.67864E-04,1.67864E-04,9718.56011,9718.56011,xao+N391+N320+E51+E50+E212,DRE_DDEC
348,550.8561782,750.7124262,14.12405,20,7.506780E-06,3.023230E-06,35875.57544,32653.22339,14.12405,20,1.23653E-04,1.23653E-04,10691.75146,10691.75146,xao+N391+N320+E51+E50+E50,DRE_DDEC
349,725.6992057,744.5148346,13.2127,20,7.311220E-06,3.519960E-06,35419.99187,31964.7926,13.2127,20,9.93148E-05,9.93148E-05,11156.44691,11156.44691,xao+N391+N320+E51+E50+E51,DRE_DDEC
350,641.8207034,726.8155844,0.43354,0.0676,3.976710E-07,3.689530E-07,42618.87117,42618.87117,0.43354,0.0676,3.43815E-06,3.43815E-06,19531.75024,19531.75024,yav-d+N221+N693+E212+E51,DRE_DDEC
351,584.3312078,723.1141458,4.79974,20,4.016970E-05,2.783040E-06,31775.60467,31775.60467,4.79974,20,1.18666E-04,1.18666E-04,10301.40398,10301.40398,urz+N582+N420+N320+E51+E50,DRE_DDEC
352,568.1790544,712.1859614,1.36912,20,1.290370E-05,4.923900E-06,40579.9839,31458.88871,1.36912,20,1.75380E-04,1.75380E-04,9439.73645,9439.73645,urz+N582+N420+N320+E51+E51,DRE_DDEC
353,549.7310552,741.7583178,4.3228,20,3.413790E-05,3.055360E-06,31895.20379,31895.20379,4.3228,20,8.30849E-05,8.30849E-05,11166.70684,11166.70684,urz+N582+N649+N320+E51+E51,DRE_DDEC
354,628.7675169,733.060372,4.69032,20,3.740260E-05,2.520530E-06,32405.00282,32405.00282,4.69032,20,1.40377E-04,1.40377E-04,9832.82211,9832.82211,urz+N582+N73+N320+E51+E51,DRE_DDEC
355,547.5274392,722.4010895,5.91281,15.69203,6.246350E-06,3.030200E-06,39520.61082,33278.02022,5.91281,15.69203,1.16443E-04,1.16443E-04,10851.20486,10851.20486,urz+N615+N398+N320+E51+E51,DRE_DDEC
356,603.2031821,723.5719086,6.02781,17.13681,8.501310E-06,3.064430E-06,39464.18205,33211.82333,6.02781,17.13681,7.62384E-05,7.62384E-05,11910.12917,11910.12917,urz+N615+N649+N320+E51+E51,DRE_DDEC
357,646.5988215,798.1693529,19.19918,20,9.337610E-06,1.030040E-06,32575.79535,32575.79535,19.19918,20,8.42374E-05,8.42374E-05,11140.6357,11140.6357,xag+N320+N95+N113+E199+E50,DRE_DDEC
358,589.0459316,679.8991264,7.18721,14.87447,4.064300E-06,2.663970E-06,40381.09319,33294.53135,7.18721,14.87447,1.27628E-04,1.27628E-04,10573.77881,10573.77881,ylf+N15+N320+E51+E51+E185,DRE_DDEC
359,627.6264368,680.0333333,11.67262,18.74298,5.127450E-06,2.136140E-06,37855.64735,32468.96728,11.67262,18.74298,9.88873E-05,9.88873E-05,10741.61589,10741.61589,ylf+N30+N320+E51+E212+E202,DRE_DDEC
360,607.6284779,685.3907823,10.21287,19.06005,5.161740E-06,2.406080E-06,38334.64593,32476.15555,10.21287,19.06005,7.75394E-05,7.75394E-05,11381.68693,11381.68693,ylf+N30+N320+E51+E212+E212,DRE_DDEC
361,651.5176882,677.2614724,9.85999,19.27176,3.440810E-06,2.765660E-06,39208.13919,31985.20105,9.85999,19.27176,1.02186E-04,1.02186E-04,10657.35409,10657.35409,ylf+N30+N320+E51+E212+E51,DRE_DDEC
362,626.2662238,654.7445254,11.35303,20,1.681800E-05,9.437150E-07,34207.84149,34207.84149,11.35303,20,5.79258E-05,5.79258E-05,12379.97776,12379.97776,ylf+N30+N320+E51+E44+E212,DRE_DDEC
363,669.367583,664.6630552,9.89253,18.11696,4.172830E-06,2.550880E-06,38413.7723,32214.41463,9.89253,18.11696,1.08596E-04,1.08596E-04,10502.56322,10502.56322,ylf+N30+N320+E51+E51+E73,DRE_DDEC
364,638.2176888,751.4232793,14.54794,20,6.657170E-06,1.787170E-06,35077.51049,31433.77638,14.54794,20,1.21845E-04,1.21845E-04,10162.59008,10162.59008,ylf+N467+N320+E51+E212+E202,DRE_DDEC
365,621.9939416,764.5929672,13.22188,20,4.512780E-06,3.093200E-06,36513.7167,30670.72434,13.22188,20,1.14212E-04,1.14212E-04,10448.24855,10448.24855,ylf+N467+N320+E51+E212+E52,DRE_DDEC
366,599.9338464,715.1411809,11.61766,20,1.570930E-05,1.569200E-06,32400.41078,32400.41078,11.61766,20,1.29206E-04,1.29206E-04,9703.79958,9703.79958,zbs+N320+N391+E186+E51+E51,DRE_DDEC
367,645.0653626,723.3988336,15.91999,20,1.139580E-05,2.117050E-06,32381.90014,32381.90014,15.91999,20,9.33249E-05,9.33249E-05,10465.23568,10465.23568,zbs+N320+N391+E19+E127+E51,DRE_DDEC
368,726.7068701,745.2638969,17.93828,20,1.067740E-05,1.410870E-06,33681.61645,33681.61645,17.93828,20,9.45758E-05,9.45758E-05,10690.31276,10690.31276,zbs+N320+N391+E19+E212+E50,DRE_DDEC
369,670.0309861,722.2258378,11.79165,20,1.339680E-05,1.942590E-06,33583.79109,33583.79109,11.79165,20,1.15156E-04,1.15156E-04,10227.02833,10227.02833,zbs+N320+N391+E19+E212+E51,DRE_DDEC
370,669.7967056,729.7520453,17.55525,20,1.059040E-05,1.643870E-06,34284.57409,34284.57409,17.55525,20,9.94747E-05,9.94747E-05,10817.76357,10817.76357,zbs+N320+N391+E19+E44+E50,DRE_DDEC
371,645.2702299,725.0097297,12.83994,20,1.123650E-05,2.055020E-06,35278.62561,34567.82808,12.83994,20,1.05422E-04,1.05422E-04,10849.1885,10849.1885,zbs+N320+N391+E19+E51+E50,DRE_DDEC
372,687.4654465,709.9402295,10.96498,20,6.468530E-06,5.142260E-06,34974.50159,31054.80723,10.96498,20,1.22513E-04,1.22513E-04,9941.24864,9941.24864,zbs+N320+N391+E19+E51+E51,DRE_DDEC
373,726.667024,734.7589057,11.16892,20,1.246860E-05,1.774490E-06,34810.90015,34810.90015,11.16892,20,9.52169E-05,9.52169E-05,10960.19497,10960.19497,zbs+N320+N391+E212+E51+E50,DRE_DDEC
374,720.4433848,719.3298606,9.63231,20,1.245630E-05,2.129320E-06,33828.54144,32907.33863,9.63231,20,1.10629E-04,1.10629E-04,10128.04538,10128.04538,zbs+N320+N391+E212+E51+E51,DRE_DDEC
375,839.263493,709.5972632,11.69581,20,1.463990E-05,2.381900E-06,32487.97835,32487.97835,11.69581,20,1.26120E-04,1.26120E-04,9781.3897,9781.3897,zbs+N320+N391+E44+E51+E51,DRE_DDEC
376,734.1604592,722.2426842,10.33797,20,1.348920E-05,1.654690E-06,35181.72418,34380.32577,10.33797,20,1.05048E-04,1.05048E-04,10687.65405,10687.65405,zbs+N320+N391+E51+E51+E50,DRE_DDEC
377,634.1086674,717.9805894,1.36317,18.89663,3.544770E-06,3.544770E-06,42009.96124,31264.33941,1.36317,18.89663,1.21750E-04,1.21750E-04,9893.28245,9893.28245,zbs+N320+N572+E51+E51+E51,DRE_DDEC
378,545.9045666,718.1498223,4.93474,20,3.236360E-05,2.507650E-06,32392.98414,32134.20921,4.93474,20,1.01787E-04,1.01787E-04,10422.23141,10422.23141,zbs+N320+N671+E51+E51+E51,DRE_DDEC
379,443.244241,784.4449274,15.0931,20,1.337090E-05,1.015730E-06,33217.49977,33217.49977,15.0931,20,2.11143E-04,2.11143E-04,8965.44612,8965.44612,zzz+N320+N14+E199,DRE_DDEC
